NO.,Time (s),60W (50V),84W (60V),119W (70V),152W (80V),198W (90V),240W (100V),297W (110V),348W (120V),403W (130V),476W (140V),570W (150V),624W (160V),714W (170V),792W (180V),836W (190V),880W (200V)
219,43.8,79.8,81.6,82.8,84.4,86.3,88.7,87.2,91.3,88.6,98.3,99.7,98.6,100.3,101.2,100.6,101
220,44,79.8,81.7,82.6,85,86.1,88.4,88.6,89.9,90.7,99.6,100.2,100.3,99.6,100.6,99.5,101
221,44.2,79.8,81.6,82.6,84.4,86.1,88.4,86.9,87.6,91.8,97.9,99.1,100.6,100,100.7,100.3,100.9
222,44.4,79.7,81.2,83.3,84.3,86.4,87.8,86.7,86.5,92.4,92.8,95.6,98.9,99.6,101.1,101.4,101.5
223,44.6,79.7,81.4,83,84,87,87.3,87.4,86.5,88.6,94.9,95.6,100.9,100.3,101.2,101.3,101.4
224,44.8,79.8,81.5,83,84.4,86.5,86.4,86.8,89.4,89.7,94.7,96.3,100.6,100.7,100.8,100.8,101
225,45,79.7,81.5,83,84,85.8,86.4,88.2,88.4,90.1,94.2,95.8,100,100.2,101,101.3,101
226,45.2,79.8,81.4,83.1,84.3,85.7,86.4,86.9,89.6,87.6,91.2,93,95.4,100.5,99,101,100.8
227,45.4,79.9,81.7,82.8,84.2,85.8,86.1,87.6,86.3,91.1,91,95.1,100.4,98.9,100.2,101,100.9
228,45.6,79.9,81.8,82.9,84,86.3,86.3,87.3,87.4,92.2,89.7,92.1,100.9,99.6,100.5,101.4,101.2
229,45.8,79.8,81.3,83,84.2,86.1,86.3,87.2,88.3,94.6,85.3,99.6,100.3,100.3,100.1,100.6,101
230,46,79.8,81,82.9,84.3,85.6,86.1,87.4,89,95.8,99.2,98.9,99.3,99.5,101,101.3,101
231,46.2,79.5,81.1,82.9,85,85.8,86.4,87.2,91.2,98.6,99.8,97.5,100.2,100.8,100.7,100.3,100.9
232,46.4,79.7,81.4,82.7,84.5,86.3,86.3,86.6,89.9,98.1,98.7,99,101.2,99.3,99.3,101.3,100.9
233,46.6,79.9,81.4,83,84,86.4,87,87.5,91,95.9,99.8,97.9,99.4,101,101.2,101.3,101
234,46.8,80,81.4,82.8,83.9,86,86.7,88,87.8,100,96.5,94.4,99.6,100.4,100.2,100.9,101.2
235,47,79.7,81.4,83.2,85,85.7,86,87.7,86.4,100.1,93.2,98.2,100.4,97.6,100.2,100.8,100.8
236,47.2,79.7,81.4,83.5,84.3,86.1,86.8,88.3,89,99.5,95,95.1,98.7,100.3,99.5,101.2,100.7
237,47.4,79.8,81.2,82.9,84,85.8,87.2,87.3,90.3,93.8,94.2,93.5,98.1,100.9,101.2,101.5,100.7
238,47.6,79.8,81.4,83.2,84.6,85.8,87.2,88.9,87.5,94.4,94,101.5,98.9,100.9,100.7,100.9,100.9
239,47.8,79.8,81.4,83.6,84.2,86.1,87,88.6,89.8,95.6,94.1,100.1,99.4,100.3,100.6,102.1,101.2
240,48,80,81.2,83.8,84,86.2,86.7,89.7,90.3,95,93,99.2,94.8,100.1,100.6,100.9,100.7
241,48.2,79.9,81.3,82.7,84.4,85.9,87.5,90.8,92.5,92.1,94,100.3,101.2,100.1,99.2,101.2,101.3
242,48.4,80,81.3,82.6,84.1,85.5,87.8,90,89.4,90.9,88.4,101,100.6,98.7,100.9,100.7,101
243,48.6,79.8,81.1,82.9,84.2,85.3,88.5,90.7,92.7,90.6,89.2,100.4,99.2,99.7,100.1,101.2,100.9
244,48.8,79.8,81.4,82.6,84.6,85.8,88.4,91.1,95.6,91.2,95.5,100.4,99.9,100.4,100.5,101.3,100.7
245,49,79.8,81.2,82.6,84.7,85.8,88.7,88.7,99.1,87.4,98.9,99.6,100.1,100.7,99.8,101.3,101.1
246,49.2,79.8,81,82.7,84,85.5,89.2,89.4,96,87.1,100.1,94.7,99.6,100.6,100.7,101,101.3
247,49.4,79.7,81,83.2,84.4,85.7,89.7,88.6,96.3,88.8,98.6,96.3,99,99.6,100.7,101.6,100.9
248,49.6,79.8,81,83.2,84.9,85.7,91,88.3,91.2,89.2,95.3,96.3,99.7,97,100.7,101,101
249,49.8,79.9,81.1,83,84.4,85,91.1,89,94.6,88.9,93.5,95.6,100.3,99,100.6,101.5,101
250,50,79.8,81.2,82.9,84,86.1,91,88.9,93.8,89.5,96,94.6,99.3,100.7,101,101.3,101.3
251,50.2,79.8,80.9,82.9,84.7,85.3,91.4,88.3,90.1,90.5,93.2,93.6,99.6,100.3,101.2,101.1,101
252,50.4,79.8,81.3,82.9,84.4,85.7,91.3,87.7,89,88.3,93.6,95.8,100.7,100.3,100,100.7,101
253,50.6,79.7,81.2,82.9,84.3,85,91.9,87.3,91.6,88.1,93.5,91.7,100.6,100.7,100.5,101.3,101
254,50.8,79.8,81.3,82.7,83.8,86.1,91.3,88.3,87.7,88,95.3,96.6,98.9,100.3,100.9,100.9,101.3
255,51,79.7,81.1,83,84,86.1,91.8,88.3,88.6,90.7,93.2,99.5,99.8,100.3,101,101.4,101.2
256,51.2,79.8,81.2,83.3,84.6,85.3,91.2,87.2,86.6,89.9,87,98.7,100.7,99.8,100,100.8,101
257,51.4,79.8,81.3,82.6,84.4,86.1,91,89.8,87.3,91,100.6,100.6,99.5,100.3,100.3,101.1,101
258,51.6,79.8,81.2,82.9,84.7,86.3,91.4,89.2,91.3,89.9,98.9,100.4,96.4,98.7,101.6,101.3,101.2
259,51.8,79.8,81.6,82.9,83.8,86.7,91,89.2,87.7,87,99.8,98.6,98.6,99.6,100.7,101.3,101
260,52,79.9,81.6,83,84.3,86.5,90.5,87.7,86.7,88.3,99.8,96.8,101,99.7,99,101,101.5
261,52.2,79.8,81.2,82.8,84.6,85.8,90.2,86.6,85.8,89.7,100.3,96.9,100.6,100.3,101,101.2,101.2
262,52.4,79.9,81,82.8,84.1,85.7,89.9,87,89.7,89.7,94.3,97,100.2,99.6,100.4,101.5,100.7
263,52.6,79.8,81.1,82.8,84.3,85.8,89.9,86.7,89.7,90.6,96.3,94,95.1,97.9,99.1,101.3,100.7
264,52.8,79.8,81.2,82.9,84.4,86.3,89.8,87.8,86.3,89.2,94.5,102.1,100.3,99.6,100.8,101.3,100.4
265,53,79.8,81.4,83,84,86.1,89.6,88.5,89.2,87.5,93.9,99.4,100.9,100.9,100.2,101,101
266,53.2,80,81.1,82.6,84,86.3,89.4,88.3,88.9,87.5,92.3,98.1,99.6,98.4,100.1,100.5,101.3
267,53.4,79.7,81,83,84.3,86.3,90.6,87,91.2,92.8,92,97.9,99.8,99.5,100.8,101.5,100.9
268,53.6,79.7,81.3,83,85.1,85.5,89.8,87.6,87.1,93.3,91.8,100.4,100.4,100.9,100.2,101.7,101.4
269,53.8,79.8,81.1,82.9,84.3,85.7,89.7,87.2,90.9,89.9,93.8,100,99.5,99.6,100.8,101.3,101.3
270,54,79.8,81.1,83,83.8,86,89.7,88.9,92.4,92,88.1,100,96.1,100.1,100.9,101,101
271,54.2,79.9,81.4,82.5,83.8,86,89.3,87.8,90.4,90.9,89.5,100.6,98.3,101,101,100.3,101
272,54.4,80,81.4,83,84.5,85.7,90.1,87,90,93.8,92.6,99.8,99.9,97.8,101.1,101.3,101.5
273,54.6,79.8,81.6,82.9,84.2,86.2,90.3,87.7,87.7,90.4,93.8,94.7,101,99.5,100.6,101.5,100.9
274,54.8,79.9,81,82.9,84.2,85.8,89.8,87.8,88,92.7,95,96.3,99.8,100,100.2,101.6,101.1
275,55,79.9,81.1,82.6,84,86.6,90.1,88.6,88.6,92.1,89.7,97.8,100.1,98.6,100.4,100.7,101.2
276,55.2,79.9,81.2,83,84.4,85.7,90.4,87.2,86.9,92.4,95.2,98.4,101.6,98.1,101,100.6,100.9
277,55.4,80,81,83.2,84.4,85.8,90,87.1,89.3,89.9,93,96.1,100.5,100.2,101.4,101.4,101
278,55.6,79.7,81.2,82.9,84.3,85.7,89.9,87.3,85.8,89.2,98.8,93.5,100,98.6,101.1,100.3,101
279,55.8,79.8,81.2,82.6,84.1,86.4,89.7,87.6,87.3,87.9,98.6,97.8,100.4,99.2,101.2,100.8,101.3
280,56,79.8,81.1,83,84.3,86.5,89.4,87,89.4,87.7,99.6,95.5,100.6,97.6,100.6,100.9,101
281,56.2,80.1,81.2,82.8,84.1,85.3,88.5,86.5,89.5,88.1,97.4,96.2,99.5,99.5,100.1,101,101
282,56.4,79.8,81.2,82.9,84.3,86.5,88.6,87.9,90.9,91.8,92.6,99.9,99.5,100.2,101.2,100.7,101
283,56.6,79.7,81.2,82.9,84,85.9,87.8,87.9,88.7,91.2,94.4,91.5,93.2,99.5,100.7,101.2,100.9
284,56.8,79.8,81.2,83.6,83.9,86,88.1,87.8,87.9,93.8,95,98.5,96,100.3,100.4,100.9,100.9
285,57,79.8,81,82.5,84,85.7,88.1,87.8,88.4,93.5,94.5,97.6,94.8,98,101.3,101,100.7
286,57.2,79.8,80.9,82.5,84.1,84.9,86.3,87.7,91,89.2,93.3,93.3,95.2,100,101,101,101
287,57.4,79.9,81.2,82.9,84.6,86.1,86.1,90.4,91,92.4,93,95.2,97.6,100.8,100.9,100.7,100.8
288,57.6,79.9,81.2,82.7,84.4,85.7,86,88.3,91.1,92.7,91.2,99.2,96.8,98.6,100.5,101.2,100.9
289,57.8,79.8,81.2,82.8,84.2,86,86.3,88.6,89.8,93.2,94,95.1,96.6,99.2,100.8,101,101
290,58,79.8,81,82.8,83.9,86.3,86.8,89.8,89.2,90.6,99.6,92.2,97.5,101,100.7,100.6,101
291,58.2,79.8,81,82.9,83.8,85.8,86.3,91.9,90,88.6,99.2,91.5,98.4,100.5,100.5,100.8,101
292,58.4,79.9,81,82.5,84.8,85.8,86.7,91.1,88.8,89.8,99.2,96.5,97.7,99.3,101,101,101
293,58.6,80,81.1,82.6,84.2,86,86.3,91.3,86.5,90.3,99.2,101,101.9,98.9,100,101,101.3
294,58.8,79.9,81.1,83.2,84,85.5,86.3,91.5,89,92,98.3,99.4,98.3,100.3,100.7,100.6,101.3
295,59,79.9,81.2,82.7,84,85.7,87,90.1,88.5,91.3,92.4,100.3,100.8,100.7,101.1,101,101.1
296,59.2,79.8,81.4,82.9,84,85.9,86.3,89.6,88.4,87.8,96.8,100.3,99.8,100,100.4,100.9,100.8
297,59.4,79.9,81.4,83.2,85,86.1,86.7,88.9,86.7,90.6,93.8,99.8,99.1,98.9,101,100.6,101.3
298,59.6,79.8,81.2,83.2,84.1,86.2,86.3,89.7,87,94.6,93.4,96.9,99.5,99.2,99.8,100.3,101
299,59.8,80.1,81.3,82.5,84.4,85.7,87,89.7,87.4,94.7,92.6,96.8,99,100,100.7,100.2,101
300,60,79.9,81.3,82.9,84.6,86.1,87,88.6,88.8,98.9,92.8,98.5,98.6,97.2,100.9,100,101.3
,60.2,78.3,79,80.3,80.9,81.1,82.1,83.2,84.4,86.1,98.4,95.5,97.6,97.7,99.7,99.6,100.8
,60.4,78.2,79.1,80.4,80.7,81.4,82.6,82.6,84,86,97.6,96.2,96.7,98.3,100,100.3,100.5
,60.6,78.3,79,80.3,80.9,80.7,82.4,82.2,84.6,84.7,96,94.6,97.2,97.5,98.2,100,100.7
,60.8,78.3,78.9,80.3,80.7,81,82.5,82.9,84.8,85.6,92.9,96.4,97.7,98,98.9,100.2,100.4
,61,78.4,79,80.1,81.2,81,82,82.6,84.2,85.3,91.8,98.3,96.6,98.4,98.6,99.8,100.4
,61.2,78.3,79,80.2,80.8,81.7,81.5,82.9,84.7,85.6,93.8,99.1,96.8,98.2,100,100.2,100.7
,61.4,78.4,79,80.3,80.6,81.2,82,82.8,86.1,86.3,93.2,91.9,96.7,97.9,100.6,99.6,101
,61.6,78.4,79,80.7,80.7,80.7,82.2,82.7,86,86.7,92.3,86.9,97.5,98.1,99.3,100.6,100.8
,61.8,78.3,79,80.4,81,81.3,81.8,83,84.4,86.1,90,87.5,96.8,98.4,100.1,99.5,100.8
,62,78.3,79,80.3,80.6,81,81.8,82.5,83.8,86.4,89.2,97.6,97.2,97.8,99.2,100.3,100.8
,62.2,78.4,79,80.4,80.9,80.7,82,83,84.2,86.7,90.2,97.6,98,98.4,99.5,100.7,100.7
,62.4,78.3,79,80.1,80.6,81.1,82,82.6,84.7,87.2,95.6,,97.9,98.8,98.2,100.6,100.8
,62.6,78.2,79,80.2,80.8,81.6,82.1,82.6,85.7,86.5,86,,97.2,98,99.5,100.6,100.3
,62.8,78.4,,,80.6,81.2,82.3,82.6,86.9,,87.8,,95.5,99,98.9,100.6,101
,63,78.3,,,81,82.1,82.5,82.9,85.1,,87.1,,97,97.2,99.6,100.5,100.9
,63.2,78.4,,,80.6,81.4,81.7,82.6,,,86.3,,94.7,98.5,99.3,100.4,
,63.4,78.3,,,80.6,81.2,81.7,82.8,,,85.4,,97,96.6,99.8,99.5,
,63.6,78.4,,,80.7,81,82.1,82.2,,,87.3,,97.3,98.1,100.2,100,
,63.8,78.4,,,80.6,82,82.3,82.5,,,92.6,,97.9,97.1,99,100.3,
,64,78.3,,,80.8,81.8,81.8,82.8,,,97.5,,98,,99.1,,
,64.2,78.3,,,80.9,81,82.5,82.9,,,,,97.4,,99.4,,
,64.4,78.3,,,80.8,81.7,82.3,82.6,,,,,97.2,,99.9,,
,64.6,78.2,,,80.9,81.4,81.9,82.6,,,,,97.5,,99.6,,
,64.8,78.2,,,81.2,81.9,82.3,83,,,,,97.5,,100.1,,
,65,78.3,,,80.7,81.4,81.8,83.1,,,,,97.2,,98.7,,
,65.2,78.3,,,80.7,81.2,82.1,82.8,,,,,98.1,,97.8,,
,65.4,78.3,,,80.8,81,82.3,82.7,,,,,98.3,,99.5,,
,65.6,78.3,,,81,81.6,81.8,82.3,,,,,97.4,,98.9,,
,65.8,78.3,,,80.9,81.7,81.8,82.9,,,,,98.1,,99,,
,66,78.4,,,80.8,81.5,81.8,83.1,,,,,97.3,,98.4,,
,66.2,78.4,,,80.9,81.2,,83.5,,,,,97.8,,98.5,,
,66.4,78.4,,,80.6,82,,83.3,,,,,98,,100.1,,
,66.6,78.4,,,80.9,80.7,,83.9,,,,,98.4,,100.3,,
,66.8,78.3,,,81.2,81.4,,83.2,,,,,97.3,,99.3,,
,67,78.4,,,80.8,81.4,,83.3,,,,,98.2,,100.1,,
,67.2,78.3,,,80.6,81,,83.6,,,,,97.5,,98.9,,
,67.4,78.3,,,80.6,81.7,,83.4,,,,,97.3,,99.3,,
,67.6,78.4,,,81.1,81.2,,83.5,,,,,96.9,,100.1,,
,67.8,78.4,,,80.9,81.2,,83.5,,,,,98.2,,98.8,,
,68,78.3,,,80.6,81.4,,83.3,,,,,98.5,,99.6,,
,68.2,78.4,,,81,81.2,,84.3,,,,,,,98.4,,
,68.4,78.4,,,80.8,81.1,,83.5,,,,,,,100.3,,
,68.6,78.3,,,81,81,,83.4,,,,,,,100,,
,68.8,78.3,,,80.7,81.4,,,,,,,,,98.9,,
,69,78.3,,,81,80.9,,,,,,,,,99.9,,
,69.2,78.5,,,80.8,80.6,,,,,,,,,97.9,,
,69.4,78.5,,,81,,,,,,,,,,99.5,,
,69.6,78.4,,,80.6,,,,,,,,,,99.3,,
,69.8,78.4,,,80.7,,,,,,,,,,99.4,,
,70,78.5,,,80.8,,,,,,,,,,99,,
,70.2,78.5,,,80.9,,,,,,,,,,99.8,,
,70.4,78.4,,,80.9,,,,,,,,,,98.8,,
,70.6,78.3,,,80.8,,,,,,,,,,99.5,,
,70.8,78.4,,,80.7,,,,,,,,,,98.4,,
,71,78.3,,,80.6,,,,,,,,,,98.6,,
,71.2,,,,80.7,,,,,,,,,,98.2,,
,71.4,,,,80.7,,,,,,,,,,99.3,,
,71.6,,,,80.8,,,,,,,,,,99.3,,
,71.8,,,,80.9,,,,,,,,,,98.6,,
,72,,,,80.8,,,,,,,,,,99.3,,
,72.2,,,,81.1,,,,,,,,,,98.4,,
,72.4,,,,80.9,,,,,,,,,,99,,
,72.6,,,,81,,,,,,,,,,99.5,,
,72.8,,,,81,,,,,,,,,,98.1,,
,73,,,,80.4,,,,,,,,,,99.8,,
,73.2,,,,80.9,,,,,,,,,,99.7,,
,73.4,,,,80.4,,,,,,,,,,97.8,,
,73.6,,,,81,,,,,,,,,,99.9,,
,73.8,,,,80.8,,,,,,,,,,98.5,,
,74,,,,80.7,,,,,,,,,,97.5,,
,74.2,,,,81,,,,,,,,,,98.6,,
,74.4,,,,80.7,,,,,,,,,,100.2,,
,74.6,,,,80.8,,,,,,,,,,98.6,,
,74.8,,,,80.7,,,,,,,,,,98.4,,
,75,,,,80.9,,,,,,,,,,99.3,,
,75.2,,,,80.6,,,,,,,,,,100.6,,
,75.4,,,,80.6,,,,,,,,,,99.6,,
,75.6,,,,80.4,,,,,,,,,,98.3,,
,75.8,,,,80.7,,,,,,,,,,99,,
,76,,,,80.6,,,,,,,,,,99.7,,
,76.2,,,,80.7,,,,,,,,,,99.2,,
,76.4,,,,80.6,,,,,,,,,,99.5,,
,76.6,,,,81.4,,,,,,,,,,99.3,,
,76.8,,,,81.4,,,,,,,,,,99.6,,
,77,,,,81,,,,,,,,,,99,,
,77.2,,,,81,,,,,,,,,,99,,
,77.4,,,,80.6,,,,,,,,,,100,,
,77.6,,,,80.9,,,,,,,,,,100.3,,
,77.8,,,,81,,,,,,,,,,97.9,,
,78,,,,80.6,,,,,,,,,,98.8,,
,78.2,,,,81,,,,,,,,,,99.2,,
,78.4,,,,81.2,,,,,,,,,,99.6,,
,78.6,,,,80.9,,,,,,,,,,98.9,,
,78.8,,,,80.6,,,,,,,,,,99,,
,79,,,,80.9,,,,,,,,,,98,,
,79.2,,,,80.9,,,,,,,,,,100.4,,
,79.4,,,,80.9,,,,,,,,,,98.7,,
,79.6,,,,80.6,,,,,,,,,,98.6,,
,79.8,,,,80.7,,,,,,,,,,98.1,,
,80,,,,81,,,,,,,,,,99.6,,
,80.2,,,,80.9,,,,,,,,,,99.6,,
,80.4,,,,80.8,,,,,,,,,,99.5,,
,80.6,,,,80.7,,,,,,,,,,99.5,,
,80.8,,,,81.2,,,,,,,,,,99.8,,
,81,,,,80.9,,,,,,,,,,98.7,,
,81.2,,,,80.7,,,,,,,,,,99,,
,81.4,,,,80.9,,,,,,,,,,98,,
,81.6,,,,81,,,,,,,,,,98.6,,
,81.8,,,,80.7,,,,,,,,,,98.2,,
,82,,,,80.8,,,,,,,,,,98.9,,
,82.2,,,,80.7,,,,,,,,,,97.7,,
,82.4,,,,80.7,,,,,,,,,,98.3,,
,82.6,,,,80.7,,,,,,,,,,99.5,,
,82.8,,,,81,,,,,,,,,,98.7,,
,83,,,,81,,,,,,,,,,98.6,,
,83.2,,,,80.4,,,,,,,,,,99,,
,83.4,,,,80.3,,,,,,,,,,99.2,,
,83.6,,,,80.6,,,,,,,,,,99.2,,
,83.8,,,,80.5,,,,,,,,,,99.2,,
,84,,,,80.7,,,,,,,,,,99.6,,
,84.2,,,,80.4,,,,,,,,,,99.3,,
,84.4,,,,80.8,,,,,,,,,,98.7,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.8,,,,,,,,,,,,
,,,,,80.8,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,81.1,,,,,,,,,,,,
,,,,,80.6,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,81,,,,,,,,,,,,
,,,,,80.7,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.8,,,,,,,,,,,,
,,,,,81,,,,,,,,,,,,
,,,,,81,,,,,,,,,,,,
,,,,,80.8,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.8,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.7,,,,,,,,,,,,
,,,,,81,,,,,,,,,,,,
,,,,,81,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.6,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,81.4,,,,,,,,,,,,
,,,,,81,,,,,,,,,,,,
,,,,,81.1,,,,,,,,,,,,
,,,,,81.1,,,,,,,,,,,,
,,,,,80.7,,,,,,,,,,,,
,,,,,80.8,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.6,,,,,,,,,,,,
,,,,,81,,,,,,,,,,,,
,,,,,80.7,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.7,,,,,,,,,,,,
,,,,,80.4,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.7,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.8,,,,,,,,,,,,
,,,,,80.8,,,,,,,,,,,,
,,,,,81.2,,,,,,,,,,,,
,,,,,80.7,,,,,,,,,,,,
,,,,,81.1,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,81,,,,,,,,,,,,
,,,,,80.6,,,,,,,,,,,,
,,,,,80.7,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.8,,,,,,,,,,,,
,,,,,80.8,,,,,,,,,,,,
,,,,,80.7,,,,,,,,,,,,
,,,,,80.3,,,,,,,,,,,,
,,,,,80.6,,,,,,,,,,,,
,,,,,80.8,,,,,,,,,,,,
,,,,,80.6,,,,,,,,,,,,
,,,,,80.8,,,,,,,,,,,,
,,,,,81,,,,,,,,,,,,
,,,,,80.7,,,,,,,,,,,,
,,,,,80.7,,,,,,,,,,,,
,,,,,80.6,,,,,,,,,,,,
,,,,,80.7,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.6,,,,,,,,,,,,
,,,,,80.7,,,,,,,,,,,,
,,,,,81.1,,,,,,,,,,,,
,,,,,80.8,,,,,,,,,,,,
,,,,,80.6,,,,,,,,,,,,
,,,,,80.7,,,,,,,,,,,,
,,,,,81,,,,,,,,,,,,
,,,,,80.7,,,,,,,,,,,,
,,,,,80.6,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,81.6,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.6,,,,,,,,,,,,
,,,,,80.5,,,,,,,,,,,,
,,,,,80.8,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.7,,,,,,,,,,,,
,,,,,81,,,,,,,,,,,,
,,,,,80.7,,,,,,,,,,,,
,,,,,80.7,,,,,,,,,,,,
,,,,,81.2,,,,,,,,,,,,
,,,,,80.7,,,,,,,,,,,,
,,,,,81,,,,,,,,,,,,
,,,,,80.5,,,,,,,,,,,,
,,,,,81,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,80.9,,,,,,,,,,,,
,,,,,81,,,,,,,,,,,,
,,,,,80.7,,,,,,,,,,,,
