NO.,Time (s),60W (50V),84W (60V),119W (70V),152W (80V),198W (90V),240W (100V),297W (110V),348W (120V),403W (130V),476W (140V),570W (150V),624W (160V),714W (170V),792W (180V),836W (190V),880W (200V)
234,46.8,80.1,80.6,81.3,82.6,82.7,82.9,84.3,84.8,91,88.9,88.4,91.8,92.4,94.1,99.3,101.5
235,47,80.1,80.7,81.5,82.9,82.5,82.9,84.3,85.2,90.6,88.9,88.7,91.5,92.3,95,100.3,101.3
236,47.2,79.8,80.6,81.8,82.7,82.4,83.2,84.6,85.4,90,89.5,88.4,91.9,90.1,94.9,100.3,101.4
237,47.4,79.7,80.5,81.7,82.3,83,83,85.1,85.4,89.3,89,88.7,91.5,90.4,94.6,99.3,101.5
238,47.6,79.7,80.2,82,83.4,82.9,82.7,84.4,85.5,90.3,89.3,88.4,91.5,90.6,94.2,99.8,101.6
239,47.8,79.7,80.4,81.3,82.3,82.6,82.7,84.8,85.2,90.3,89.1,89.8,92.6,90.3,95.3,99.3,101.6
240,48,79.8,80.5,81.4,82.7,83,82.9,85,85.6,90.7,89,87.5,91.4,89.2,94.1,99.6,101.6
241,48.2,79.5,80.5,81.3,82.1,82.6,82.9,84.5,84.9,90.4,89.3,88,92.1,92,95.3,99.6,101.8
242,48.4,79.8,80.7,81.4,82.6,82.7,82.5,84.6,85.8,90.9,89.4,87.7,91.1,95,95.3,100.6,101.5
243,48.6,79.6,80.6,81.4,82.3,82.9,83,84.6,85,90.2,89.8,89.6,92.9,93.8,95.8,100.7,101.6
244,48.8,79.7,81,81.7,82.9,82.7,83.2,85.5,85.2,91,89.5,89.8,92.6,93.7,95.5,98.8,101.8
245,49,79.8,80.4,81.5,82.4,82.6,82.5,84.8,84.9,90.1,89.6,88.7,93.3,94.3,95,98.4,101.6
246,49.2,79.7,80.3,81.2,82.5,82.9,82.4,84.4,86,91.1,90.8,88.7,90.6,93.8,95,100,102
247,49.4,79.8,80.5,81,82.6,83.3,83.3,85.3,86.1,89.8,91.5,88.7,93,93.5,96.2,98.6,101.8
248,49.6,80.1,80.6,81.1,82.7,83.3,82.9,86,85.3,90.1,90.7,88.4,92.4,92.8,94.7,99,101.2
249,49.8,79.9,80.6,81.2,82,82.9,82.5,85,85.7,90,91.2,89.4,95.6,90.3,95,99.9,102.3
250,50,79.7,80.7,81.4,81.8,83.4,83.5,85,85.5,91.4,90.4,88.9,91.6,92.6,94.7,100.7,101.8
251,50.2,79.8,80.9,81.7,82.1,82.9,82.5,85.3,85.7,90.1,91,89.8,94,92,94,99.8,101.4
252,50.4,79.8,80.3,81.6,82.4,82.9,83.2,84.7,85.2,90.7,90.6,90,92.9,91.3,95.3,99.5,101.8
253,50.6,79.8,80.4,81.4,82.4,83,82.6,84.7,85.2,90.1,90.7,89.2,91.4,95,94.6,99.8,101.8
254,50.8,80,80.8,81.4,82.9,82.9,83,85,85.9,90.4,91.7,88.6,90.6,91.5,94.4,98.4,101.7
255,51,79.7,80.9,81.5,82.6,83,83.5,85,86.1,90.6,89.5,89.7,91.5,92,95.9,99.9,101.2
256,51.2,79.8,80.5,82,82.6,83.3,83.8,84.9,85.1,90.8,90,89,92.5,92.3,94.6,101.1,101.5
257,51.4,79.9,80.5,81.9,82.4,83.2,83.2,85,84.9,90.9,90,89.7,94.4,90.6,95.6,100.1,101.4
258,51.6,79.7,80.2,81.4,82.4,83.1,83.5,84.6,85.2,89.6,90.6,88.6,94.6,91.7,95.3,100.3,101.4
259,51.8,79.6,80.3,82.1,82.1,83.3,83,85.1,85.7,90.7,90.1,89.6,92.6,91.8,94,99.2,101.8
260,52,79.7,80.6,82,82.9,82.6,83.2,85.3,86,90,89.8,87.7,94,96.7,95.6,99.8,101.8
261,52.2,79.7,80.3,81.7,82.4,83.7,82.9,84.7,85,90.6,89.3,87.5,91.8,99.8,96.9,98.1,101
262,52.4,79.8,80.7,81.4,82.6,83.6,82.9,85.1,85.4,90.1,90.3,88.8,91.8,93.9,96.3,101.1,101.6
263,52.6,80.1,80.6,81.7,82,83,83.2,84.6,85.3,90.6,91.3,88,90.8,95.8,95.8,99.7,102.2
264,52.8,79.7,80.9,81.5,82.9,82.7,83.3,84.6,85.6,90.9,90.4,88,92.7,95.3,96.9,99.1,102
265,53,79.7,80.4,82,82.4,82.7,82.4,85.3,85.2,90,90.7,88.4,92,93.9,96.3,98.4,101.1
266,53.2,79.6,80.6,81.8,82.2,83.3,84,85.5,84.7,90.9,90,86.7,90.7,91.4,95.3,101,101.5
267,53.4,79.8,80.8,81.4,81.7,82.9,82.9,85.3,85.2,91.1,90.6,88.7,91.9,93.5,95.8,100.3,101.5
268,53.6,80,80.6,81.2,82.1,82.7,82.9,84.3,85.4,90.3,91.7,88.7,91.9,90.7,96.3,98.4,101.3
269,53.8,80,81.1,81.4,82.3,83.2,83.5,84.9,85.5,90.3,91.5,88.3,93.4,92.2,94.1,98,101.5
270,54,79.8,80.7,81,82.7,83,82.9,84,85.3,91.2,89.7,87,92.8,90.9,95.3,97.8,101.8
271,54.2,79.7,80.5,81.6,82.5,83.1,82.8,84.5,85.2,90.1,91.5,88,92.1,89.7,94.7,98.5,101.5
272,54.4,79.7,80.6,81.4,82,82.3,82.9,84.7,86.3,90.7,90.1,89.5,90.4,92.4,94.5,101.2,101.8
273,54.6,79.8,80.6,81.5,82.6,82.6,83.1,84.7,85.1,89.5,89.7,87.9,91.7,92.4,94.6,100.1,101.6
274,54.8,79.8,80.4,81.4,82.2,82.7,83,84.9,85.5,89.8,89.8,88.1,93.7,91,95.5,99.8,101.6
275,55,79.8,80.3,81.2,82.5,82.6,83.3,84.7,85.9,90.5,90.2,91,91.6,94.9,101.2,100.3,101.8
276,55.2,79.6,80.6,81.1,82.1,83,83.3,85.7,85.3,90,90.1,91.6,93,90.6,100.1,99.2,101.8
277,55.4,79.7,80.9,81.4,82.5,82.7,83.2,84.7,84.9,89.2,89.3,95.8,93.3,92.9,99.9,98.7,101.6
278,55.6,79.8,80.4,81.4,83,83.2,82.9,84.6,85.3,90.2,89.7,97.8,94.6,91.8,100.1,100,101.7
279,55.8,79.8,80.5,81.2,81.8,83.2,83,84.7,85.3,90,91,94,92.7,91.7,97.9,98.2,101.7
280,56,79.5,80.4,81.4,82.3,83,83.2,84.7,85.9,89.8,88.8,90.2,96,92.4,97.1,99.9,101.5
281,56.2,79.7,80.6,82,82.5,83.5,83.2,85.1,85.4,88.4,90.7,91,92.7,89.5,100,99.3,101.6
282,56.4,79.8,80.6,81.4,82.4,82.9,83.2,85.1,85.5,89.7,89.9,89.8,95.6,92.4,98.6,100.6,101.5
283,56.6,79.8,80.9,81.5,82.4,82.9,83.6,84.6,84.9,90.6,90.6,89.3,92.1,93.8,100.7,96.3,101.5
284,56.8,79.8,80.7,81.8,82.1,83.1,83.3,84.3,84.9,89.1,89.5,90,92.6,91.9,99.6,98.7,99.9
285,57,79.7,80.8,81.5,82.5,82.6,83.2,84.8,85.4,88.1,90.8,89.5,92.3,92.1,98,98.3,102.7
286,57.2,79.9,80.4,81.6,82.7,83,83.2,85.3,85,89.3,90.4,89.1,92.1,93.9,95.6,100.9,102.2
287,57.4,79.8,80.6,81.4,81.8,83.5,83.1,84.9,85,89,90.1,89.7,93.5,91.7,98.3,101,101.7
288,57.6,79.8,80.6,81.2,81.9,83.1,83.2,84.6,85.3,90,89.9,88.5,92.4,92.5,96.3,98,102
289,57.8,79.7,80.7,81.5,82.7,82.8,83.3,85.1,85.2,89.8,90.7,89.7,94.6,92,96.4,97,101.9
290,58,79.6,80.5,81.3,82,82.7,83,85.3,85.3,88.8,89.9,90.4,94.9,92.5,95.8,101.2,101.6
291,58.2,79.5,80.7,81.8,82,82.9,84.3,84.6,85.5,89.6,89.7,90.3,92.5,91,94.7,102,101.3
292,58.4,79.5,80.6,81.6,81.7,82.9,83.1,84.1,85.2,88.3,90.1,91.3,91.5,90.7,95.3,101.1,101.9
293,58.6,79.8,80.4,81.2,81.8,82.4,83.2,84.4,84.5,88.6,90.6,90.6,93.6,91.7,96,101,101.5
294,58.8,79.6,81,81.4,83,82.7,83.6,85.5,86,89.7,90.8,89.1,93,94,94.4,100.9,101.8
295,59,79.8,80.7,81.5,82.6,82.9,83.2,85.5,84.7,89,90.3,88.4,93,97.7,94.2,101,101.3
296,59.2,80,80.6,81.3,82.6,83.3,82.9,84.6,84.8,88.4,89.5,89.9,92.3,98.1,97.8,99.9,101.3
297,59.4,80.4,80.3,81,82,82.9,83.7,85.1,85.1,89.1,90.4,90.3,92.8,91.4,98.6,100.2,101.6
298,59.6,79.7,80.3,82.4,82.4,83.2,82.9,84.7,85.3,88.9,90.6,90.4,93.7,92,99.8,100.8,101.8
299,59.8,79.6,80.2,81.2,82.1,83,83.7,85.2,85.4,90,90,89.2,94,90.8,99.2,100.6,101
300,60,79.7,80.2,81.2,82.6,82.9,83.2,84.7,85.8,88.9,90,88,92.6,93,101.1,98.7,101.6
,60.2,79.8,80.6,81.2,83.2,82.6,83.2,84.3,85.1,89.8,89.5,88.3,94.1,94.6,97.3,100,101.8
,60.4,79.8,80.7,81.5,82.1,82.6,83.6,84.6,85.4,90.5,90.1,89.5,92.2,94,98,99.4,101.2
,60.6,79.8,80.8,81.5,82.3,82.4,82.6,84.8,85.1,89,89.8,91.2,94.3,92,96,99.9,101.2
,60.8,80,80.9,81.4,82.3,83.3,82.6,84.9,85.5,88.4,88.8,88.9,93.1,91.6,93,99.5,101.4
,61,79.7,80.6,81.8,82.9,82.9,83.2,84.6,85,90,89.4,88.9,93.1,92,94,100,101.5
,61.2,79.5,80.8,81.7,82.3,82.6,82.7,84.6,86.3,90,89.1,90.4,95.2,92.9,96.6,99.1,101.3
,61.4,79.5,80.9,81.6,82.9,82.5,83.1,86.6,84.4,89.3,89.1,90.9,93.9,92.6,94.3,101,101.3
,61.6,80.2,81,81.7,82.6,83,83.1,84.3,85.8,89.2,90.1,89.7,94,91.9,94.7,99.1,101.6
,61.8,79.7,,81.4,82.9,82.5,82.9,,86.1,89.5,89.2,89,95,90.4,97.1,98.7,101.4
,62,79.5,,81.8,82.2,82.7,83.4,,85.6,89.2,89.4,,95.5,91.8,98.6,100,101.9
,62.2,79.6,,82.5,82.2,82.6,82.6,,85,,,,93.1,92.4,100.6,101.2,101.4
,62.4,80,,81.5,81.8,83,83.5,,,,,,94,92.7,100.3,99.8,102.1
,62.6,79.6,,82,82.1,83.2,83,,,,,,91.7,92.6,99.5,98.9,101.4
,62.8,79.6,,81.2,82.5,83.2,82.9,,,,,,93.9,92.4,99.5,100.1,101.8
,63,79.5,,81.4,82.2,82.7,,,,,,,91.5,,100.9,100.3,101.5
,63.2,79.8,,81.4,,82.6,,,,,,,93,,98.3,99.6,101.4
,63.4,79.6,,81.2,,83,,,,,,,93.6,,97,99.4,101.5
,63.6,80.1,,81.4,,83.3,,,,,,,92.6,,96.3,100.7,101.6
,63.8,79.8,,81.4,,83.3,,,,,,,94,,100.1,100.3,100.7
,64,79.8,,81.5,,82.9,,,,,,,93.8,,100.7,99,101
,64.2,79.7,,81.2,,83.5,,,,,,,93.6,,99,99.2,102
,64.4,79.7,,81,,83.3,,,,,,,94.1,,96.7,100.1,101.7
,64.6,79.8,,81.8,,83.1,,,,,,,94.2,,98.3,100.2,101.7
,64.8,,,81.3,,83.1,,,,,,,93,,98,99.8,101.3
,65,,,81.4,,,,,,,,,94.3,,96,98.9,101.7
,65.2,,,81.3,,,,,,,,,93.7,,96,100.6,101.5
,65.4,,,81.4,,,,,,,,,92.9,,95.5,99.8,102.1
,65.6,,,81.1,,,,,,,,,94.6,,95.6,100.2,101
,65.8,,,81.3,,,,,,,,,94.7,,95.6,100.8,101.8
,66,,,81.7,,,,,,,,,92.9,,95.3,100.4,101.7
,66.2,,,82,,,,,,,,,92.4,,94.5,100.5,101.6
,66.4,,,81.4,,,,,,,,,92.1,,93.6,100.8,101.3
,66.6,,,81.4,,,,,,,,,90.1,,93.6,99.8,101.5
,66.8,,,81.6,,,,,,,,,90.7,,97.7,100.3,101.8
,67,,,81.1,,,,,,,,,92.2,,100.4,99.5,101.6
,67.2,,,81.6,,,,,,,,,92.2,,97.2,101.6,101.7
,67.4,,,81.1,,,,,,,,,92.3,,96.4,100.8,101.3
,67.6,,,81.5,,,,,,,,,90.1,,95.7,100.2,101.8
,67.8,,,82,,,,,,,,,92.9,,97.9,99.3,101.5
,68,,,81.7,,,,,,,,,91.5,,96.3,100.9,101.9
,68.2,,,82.1,,,,,,,,,92.6,,97,99,101.3
,68.4,,,81.7,,,,,,,,,91.2,,95.3,98.1,101.9
,68.6,,,81.4,,,,,,,,,94.1,,95,100.9,101.4
,68.8,,,81.8,,,,,,,,,91.8,,96.1,100.9,101.1
,69,,,81,,,,,,,,,91.5,,97.2,100,101.9
,69.2,,,81.8,,,,,,,,,91.1,,95.8,100.9,101.9
,69.4,,,81.4,,,,,,,,,92.8,,96.6,100.2,101.5
,69.6,,,81.3,,,,,,,,,95.1,,93.8,98.3,101.2
,69.8,,,81.4,,,,,,,,,90.3,,93.2,100.4,101.5
,70,,,81.5,,,,,,,,,92.6,,96,100.5,101.8
,70.2,,,81.8,,,,,,,,,91.6,,95.4,98.3,101.4
,70.4,,,81.8,,,,,,,,,91.4,,98.1,101,101.5
,70.6,,,81.3,,,,,,,,,92.1,,96.5,101.5,102
,70.8,,,81.4,,,,,,,,,91.9,,96.2,101.2,101.4
,71,,,81.7,,,,,,,,,90.9,,99,100.4,101.8
,71.2,,,81.2,,,,,,,,,91,,98,97.3,101.5
,71.4,,,81.4,,,,,,,,,92.8,,96.7,98.2,101.5
,71.6,,,81.4,,,,,,,,,92.3,,94.6,101,101.8
,71.8,,,81.5,,,,,,,,,92.4,,97,101.1,101.5
,72,,,81.7,,,,,,,,,92.3,,94.9,98.4,101.5
,72.2,,,81.5,,,,,,,,,92.9,,95.1,99.2,102.2
,72.4,,,81.5,,,,,,,,,93.6,,95.2,100.9,101.7
,72.6,,,81.4,,,,,,,,,91.7,,95.6,100.5,101.7
,72.8,,,81,,,,,,,,,91.3,,94.7,98.3,102.1
,73,,,81,,,,,,,,,91,,95.2,98.7,100.6
,73.2,,,81.4,,,,,,,,,89.8,,95.5,101,101.9
,73.4,,,81.3,,,,,,,,,91.3,,96.5,100.1,101.8
,73.6,,,81.2,,,,,,,,,92.9,,95.3,100.9,102.1
,73.8,,,81.1,,,,,,,,,97.8,,95.3,99.3,102.1
,74,,,81,,,,,,,,,99.5,,95.3,98.3,101.5
,74.2,,,81.7,,,,,,,,,93.8,,94.7,98.1,102.1
,74.4,,,82.1,,,,,,,,,92.9,,95.2,96.1,101.3
,74.6,,,81.6,,,,,,,,,91.9,,94.1,101.3,101.8
,74.8,,,81.5,,,,,,,,,92.2,,96.9,100.9,101.8
,75,,,80.9,,,,,,,,,92.8,,95.3,98.9,100.4
,75.2,,,81.3,,,,,,,,,88.6,,95.5,97.2,
,75.4,,,81.1,,,,,,,,,89.7,,96.1,100.4,
,75.6,,,81.4,,,,,,,,,92.1,,96.5,101.5,
,75.8,,,81.5,,,,,,,,,92.9,,98.6,100.7,
,76,,,81.4,,,,,,,,,90.7,,,100.9,
,76.2,,,81.3,,,,,,,,,90.3,,,,
,76.4,,,81.2,,,,,,,,,90.4,,,,
,76.6,,,81.4,,,,,,,,,90.9,,,,
,76.8,,,82.2,,,,,,,,,90.6,,,,
,77,,,81.8,,,,,,,,,90.9,,,,
,77.2,,,82,,,,,,,,,93.5,,,,
,77.4,,,81.9,,,,,,,,,91.9,,,,
,77.6,,,,,,,,,,,,91,,,,
,77.8,,,,,,,,,,,,92.9,,,,
,78,,,,,,,,,,,,89.7,,,,
,78.2,,,,,,,,,,,,92.4,,,,
,78.4,,,,,,,,,,,,89.8,,,,
,78.6,,,,,,,,,,,,89.3,,,,
,78.8,,,,,,,,,,,,90.2,,,,
,79,,,,,,,,,,,,92.3,,,,
,79.2,,,,,,,,,,,,92.6,,,,
,79.4,,,,,,,,,,,,93.5,,,,
,79.6,,,,,,,,,,,,90.6,,,,
,79.8,,,,,,,,,,,,91.7,,,,
,80,,,,,,,,,,,,91.2,,,,
